number,title,created_at,closed_at,state,comments,labels,body
7070,We can add a proper license badge logo for the mit license,2025-10-01 16:12:17+00:00,2025-10-02 18:23:18+00:00,closed,3,[],"### Is your feature request related to a problem? Please describe.

I am a hacktoberfest contributer please assign these task to me. I will add a proper license badge for these in the readme file.

![Image](https://github.com/user-attachments/assets/b6721806-8f4e-4a65-b5ec-bf15ecf29395)

### Describe the solution you'd like

_No response_

### Describe alternatives you've considered

_No response_

### Additional context/Screenshots

```bash

```"
7067,Add Pull Request (PR) Template,2025-10-01 09:25:49+00:00,2025-10-05 11:21:54+00:00,closed,7,[],"Currently, the repository does not have a Pull Request (PR) template. This makes it harder for contributors to provide consistent information when opening PRs.

Proposed Solution:
Add a PR template file at .github/pull_request_template.md.

The template should include:
Description of changes
Related issues (Fixes #issue)
Screenshots (if applicable)
Type of change (Bug fix, Feature, Enhancement, Documentation)
Checklist (self-review, code style, documentation update)

Benefits:
Ensures all PRs ha"
7066,Enhancing the footer section properly,2025-10-01 05:07:28+00:00,2025-10-07 17:48:55+00:00,closed,22,[],"### Is your feature request related to a problem? Please describe.

i want to enhance the footer section containing languages open source and contribute .Gving ample amount of spaces between the contents and enhancing by changing the bg colour font colour and removving underline would make the footer look attractive.

### Describe the solution you'd like

_No response_

### Describe alternatives you've considered

<img width=""1920"" height=""1080"" alt=""Image"" src=""https://github.com/user-attachmen"
7064,fix(docs): sponsor section layout broken on mobile view,2025-10-01 03:51:31+00:00,2025-10-02 18:14:49+00:00,closed,6,[],"### Section/Content To Improve

**Description**

On mobile devices, the Gold Sponsors section logos shrink down to very small sizes, making them unreadable and unusable. This impacts visibility of sponsors and breaks the site’s mobile responsiveness.

**Steps to Reproduce**

Open Axios docs site on a mobile device (or Chrome dev tools → responsive/mobile view).

Scroll to the Gold Sponsors section.

Observe that sponsor logos are rendered at a very small scale, appearing like unreadable icons.

"
7061,Support direct file download/open without Blob handling,2025-09-29 15:10:16+00:00,2025-11-06 18:24:24+00:00,closed,6,[],"<img width=""1279"" height=""1350"" alt=""Image"" src=""https://github.com/user-attachments/assets/b82c5597-947e-4f3e-8f2f-1c05b1479f93"" />

### Is your feature request related to a problem? Please describe.

Motivation

Currently, when downloading binary files (e.g., PDFs) with Axios, the only way is:

```
const response = await axios.post(url, data, { responseType: 'blob' });
const blob = new Blob([response.data], { type: 'application/pdf' });
const url = URL.createObjectURL(blob);
window.open(url);
"
7060,Use document.cookie to read xsrf token can be a source of jank,2025-09-28 14:14:21+00:00,,open,2,['issue::feature'],"We encountered a major source of jank because axios uses the synchronous API `document.cookie`(see https://github.com/whatwg/html/issues/11658). Currently, the asynchronous API [CookieStore](https://cookiestore.spec.whatwg.org/) serves as an alternative. I create https://github.com/axios/axios/pull/7040 pr to replace it."
7059,Version 1.12.0 made a breaking type change by no longer guaranteeing by relaxing `AxiosError.cause?` from `Error` to `unknown` ,2025-09-28 12:38:27+00:00,2026-01-12 14:20:02+00:00,closed,11,[],"PR #6982 introduced a breaking change to types that seems to not have been noticed by the PR author nor reviewer.

The type signature of AxiosError changed in a non-backwards compatible way:

https://github.com/axios/axios/pull/6982/files#diff-243f86a2e64131743ca04681df5d21438e79fcabe06f18029cb8dcef6a70121fR87-R103

Previously, you guaranteed that if `cause` is not-null, that it would be an `Error`, allowing users to do `axiosError.cause?.message`.

This change makes this code throw a type error"
7058,"Add automatic proxy support using environment variables (HTTP_PROXY, HTTPS_PROXY, NO_PROXY)",2025-09-28 10:30:51+00:00,,open,2,['issue::feature'],"### Is your feature request related to a problem? Please describe.

Axios should automatically detect proxy settings from the environment and configure the appropriate agent when none is explicitly provided by the user.
	•	Use [proxy-from-env](https://www.npmjs.com/package/proxy-from-env) to detect the correct proxy for a given URL.
	•	Apply http-proxy-agent or https-proxy-agent depending on the request scheme.
	•	Respect NO_PROXY for excluded hosts.
	•	Manual configuration should always overrid"
7055,Consider adopting npm trusted publishing,2025-09-27 07:29:14+00:00,2026-04-01 13:50:34+00:00,closed,6,['issue::security'],"Recent [supply chain attacks on npm](https://github.blog/security/supply-chain-security/our-plan-for-a-more-secure-npm-supply-chain/) have highlighted the need for stronger package publishing security. The September 2025 Shai-Hulud worm compromised 500+ packages through stolen maintainer tokens, showing the risks of token-based publishing.

Trusted publishing helps by eliminating long-lived tokens that can be stolen or accidentally exposed; generating automatic provenance provides cryptographic "
7054,Axios fetch adapter: Missing boundary when Content-Type is set manually with FormData,2025-09-27 05:47:26+00:00,,open,2,['issue::bug'],"### Describe the bug

When using the fetch adapter with FormData, if I manually set the Content-Type: multipart/form-data header, Axios does not include the boundary, which causes the server to reject the request.

This is inconsistent with native fetch, which automatically appends the boundary even if the header is set manually.

### To Reproduce

`import axios from ""axios"";

const http = axios.create({ adapter: ""fetch"" });

const form = new FormData();
form.append(""file"", new Blob([""test conte"
7053,Axios v 1.12.* is not working on CDNJS,2025-09-25 14:03:18+00:00,2025-10-07 17:50:01+00:00,closed,3,[],"### Describe the issue

Go to this URL:
https://cdnjs.com/libraries/axios/1.12.2
I don't see any script includes or integrity hashes for v 1.12.*

I tried 3 different browsers. 

<img width=""640"" height=""739"" alt=""Image"" src=""https://github.com/user-attachments/assets/c0e2562b-b0b3-4088-b607-7faf33e605d1"" />

Go to this URL:
https://cdnjs.com/libraries/axios/1.11.0

resource files are properly listed.

### Example Code

```js

```

### Expected behavior

_No response_

### Axios Version

_No res"
7050,Axios 1.12.1 - more typescript build issues,2025-09-22 16:41:47+00:00,2025-10-20 19:14:28+00:00,closed,11,[],"### Describe the bug

Similarly to https://github.com/axios/axios/issues/7016 , trying to build a typescript project with Axios 1.12.1 gives us
```
node_modules/axios/index.d.ts:362:16 - error TS2552: Cannot find name 'ResponseInit'. Did you mean 'Response'?

362         init?: ResponseInit
```

### To Reproduce

In a node typescript project, update axios to `1.12.1` and try to build.

### Code snippet

```ts
import axios from ""axios"";
```

### Expected behavior

Compiles without error

### Axio"
7048,error 500,2025-09-20 12:07:57+00:00,2025-10-07 17:46:54+00:00,closed,2,[],"### Describe the bug

Failed to reload ruleset:

{""message"":""API error: ERR_BAD_REQUEST - Permission denied: Resource type: *:*"",""name"":""AxiosError"",""stack"":""AxiosError: Request failed with status code 500\n at settle (https://192.168.100.52/413008/bundles/plugin/wazuh/wazuh.plugin.js:15:28164)\n at XMLHttpRequest.onloadend (https://192.168.100.52/413008/bundles/plugin/wazuh/wazuh.plugin.js:15:36909)\n at Axios_Axios.request (https://192.168.100.52/413008/bundles/plugin/wazuh/wazuh.plugin.js:15:"
7047,Axios 403 cloudflare error,2025-09-19 06:13:52+00:00,2025-10-07 17:50:28+00:00,closed,3,[],"### Describe the bug

Hello, I'm hanging out with axios 403 cloudflare. But I don't hang out with the cycletls package. I don't want to spoil my whole project axios. What makes Cycletls special. Can't I do the same with Axios?

### To Reproduce

_No response_

### Code snippet

```js

```

### Expected behavior

_No response_

### Axios Version

_No response_

### Adapter Version

_No response_

### Browser

_No response_

### Browser Version

_No response_

### Node.js Version

_No response_

#"
7044,How to trigger axios request interceptor onRejected,2025-09-18 03:17:05+00:00,,open,4,['issue::question'],"### Describe the bug

If an error occurs at the time of request (ex. without authentication tokens), I want to trigger a request interpreter on rejected event, but the response interpreter on rejected event is always triggered. 

I would like to know how to trigger the request interpreter onRejected event.



### To Reproduce


```ts
// request 
export const onRequest = (config: InternalAxiosRequestConfig, requestHeader: RequestHeader) => {
  const { url, headers } = config

  if (!headers?.Auth"
7038,[DELETED],2025-09-16 11:11:42+00:00,2025-09-16 11:15:11+00:00,closed,0,[],[DELETED]
7036,insufficient color contrast on documentation pages,2025-09-15 17:46:07+00:00,2025-09-16 19:36:54+00:00,closed,3,[],"### Is your feature request related to a problem? Please describe.

In light mode, many elements have 2.95:1 contrast ratio. Dark mode is better, but still short of the mark at 3.94:1. The minimum is 4.5:1.  This negatively impacts users with even moderate visual impairment.

Please see https://www.w3.org/WAI/WCAG21/Understanding/contrast-minimum.html for more information.

### Describe the solution you'd like

Correct font colors to meet the 4.5:1 contrast ratio

### Describe alternatives you'v"
7035,Inconsistent payload mutation handling with async request interceptor,2025-09-15 12:56:59+00:00,2025-09-28 18:53:10+00:00,closed,7,[],"### Describe the bug

### Object subfield appears frozen while array element reflects later mutation

When using an async request interceptor that introduces a delay, mutating the original payload after calling axios.post(...) but before the actual network send results in inconsistent behavior:

A nested object (e.g., payload.object) appears frozen at its earlier state (""before""),
While an element inside an array (e.g., payload.array[0]) reflects the later mutation (""after"").

This is surprising"
7027,Connection Timeout,2025-09-13 16:23:25+00:00,2026-03-19 10:17:44+00:00,closed,4,[],"### Describe the issue

Hi, i need to measure how long it takes Axios to connect to service, becasue we are having timeouts, but i cant difference if the service takes too long, or if se services nerver accepts the connection.

Thanks



### Example Code

```js

```

### Expected behavior

_No response_

### Axios Version

_No response_

### Adapter Version

_No response_

### Browser

_No response_

### Browser Version

_No response_

### Node.js Version

_No response_

### OS

_No response_

#"
7023,Does CVE-2025-58754(Axios DoS via data: URL) affect the 0.x.x versions?,2025-09-12 21:43:08+00:00,2025-09-28 18:19:20+00:00,closed,7,[],"I saw that CVE-2025-58754(Axios DoS via data: URL decode) was mitigated [here](https://github.com/axios/axios/security/advisories/GHSA-4hjh-wcwx-xvwj).

I also saw that a new release was issued for `1.x.x` that contained this fix: https://github.com/axios/axios/releases/tag/v1.12.1

My question is - does this vulnerability affect `0.x.x` versions and if so when will a new release be created for it?"
7018,Custom headers in interceptors.use for 1.12.0 version,2025-09-12 10:12:53+00:00,2025-09-13 16:51:24+00:00,closed,2,[],"Hello
I use interceptors in my project:
After updating to 1.12.0 I got an TS error.

Before update:
```ts
axiosInstance.interceptors.request.use(
    (config: AxiosRequestConfig): AxiosRequestConfig => ({
        ...config,
        headers: {
            ...config.headers,
        },
    })
);
```

After:
```ts
axiosInstance.interceptors.request.use(
    (config: InternalAxiosRequestConfig): InternalAxiosRequestConfig => ({
        ...config,
        headers: {
            ...config.headers,
   "
7016,Axios 1.12.0 - typescript build issues,2025-09-12 07:04:22+00:00,2025-09-12 13:33:43+00:00,closed,8,[],"### Describe the bug

After upgrading to latest axios version (1.12.0) from (1.11.0) i get this error:

node_modules/axios/index.d.ts:359:28 - error TS2552: Cannot find name 'RequestInfo'. Did you mean 'RequestInit'?

359     Request?: new (input: (RequestInfo | URL), init?: RequestInit) => Request;
                               ~~~~~~~~~~~

node_modules/axios/index.d.ts:360:29 - error TS2304: Cannot find name 'BodyInit'.

360     Response?: new (body?: (BodyInit | null), init?: ResponseInit) ="
7015,Axios 1.12.0's fetch adapter breaks compatibility with MSW,2025-09-12 03:36:22+00:00,2025-09-13 20:24:17+00:00,closed,3,[],"### Describe the bug

Upon updating to axios 1.12.0, tests that use MSW with an axios client using the fetch adapter stop working. The routes no longer get intercepted by msw. This does not happen if the axios client uses XHR. Don't know if this is an axios or MSW issue so I'm posting it here for now.

This was working fine when using 1.11.0.

### To Reproduce

Please refer to this repository that recreates this issue: https://github.com/nopol10/axios-msw-bug/blob/master/src/tests/api.test.js

Y"
7014,Cannot find DOM symbols when using Node,2025-09-11 20:35:19+00:00,2025-09-12 11:28:56+00:00,closed,2,[],"### Describe the bug

👋 Hello! I'm finding that updating from `axios@1.11.0` to `axios@1.12.0` is causes **typescript** compilation errors. Both the ""RequestInfo"" and ""BodyInit"" symbols cannot be found.

```
node_modules/axios/index.d.cts:427:30 - error TS2552: Cannot find name 'RequestInfo'. Did you mean 'RequestInit'?

427       Request?: new (input: (RequestInfo | URL), init?: RequestInit) => Request;
                                 ~~~~~~~~~~~

node_modules/axios/index.d.cts:428:31 - error "
7012,Snyk: Allocation of Resources Without Limits or Throttling,2025-09-11 11:46:09+00:00,2025-09-12 06:25:16+00:00,closed,3,[],"### Describe the bug

https://security.snyk.io/vuln/SNYK-JS-AXIOS-12613773

### To Reproduce

_No response_

### Code snippet

```js

```

### Expected behavior

_No response_

### Axios Version

_No response_

### Adapter Version

_No response_

### Browser

_No response_

### Browser Version

_No response_

### Node.js Version

_No response_

### OS

_No response_

### Additional Library Versions

```bash

```

### Additional context/Screenshots

```bash

```"
7009,Docs gold sponsors img not show on npm website,2025-09-08 03:18:05+00:00,2025-09-10 06:16:09+00:00,closed,7,[],"### Section/Content To Improve

## npm website
<img width=""937"" height=""1020"" alt=""Image"" src=""https://github.com/user-attachments/assets/42ddf742-4933-4457-a6bc-00b5e0fb7c28"" />

## github website
<img width=""1088"" height=""1024"" alt=""Image"" src=""https://github.com/user-attachments/assets/b6c07940-5567-4ea9-897e-fc2e36f511cd"" />

### Suggested Improvement

I think maybe GitHub of the readme update last not pushed to npm

### Relevant File(s)

```bash

```"
7008,Huge Latency between TTFB and TTLB with axios library when system is under load,2025-09-07 04:39:51+00:00,,open,1,['issue::performance'],"For a POST request with response size of 5 MB JSON, I noticed that the 95 percentile between TTFB and TTLB reaches almost 20 seconds. The only options set for this POST request are signal: AbortSignal.timeout(60000).

<img width=""1415"" height=""913"" alt=""Image"" src=""https://github.com/user-attachments/assets/6419f1c5-3c07-467a-a6c0-227bc7838e06"" />

all timings shown above are 95 %le. And the observations below also refer 95 %le
Above are the timings (Time taken to get 1st byte, 25% of bytes, 50%"
7007,Outdated dependencies detected in package,2025-09-05 02:45:01+00:00,2026-03-19 10:17:29+00:00,closed,3,[],"### Description

We are using your package as a dependency in our project.

In our internal security scan (conducted via **Black Duck**), we found that **some of the dependencies included in your package have not been updated for more than 12 months**.

This includes both runtime and transitive dependencies that are part of your package's dependency tree.

We are raising this issue to make you aware of this observation.  Are these outdated dependencies something you plan to update?

### Outdated"
7001,Remove dist/ folder from source control,2025-08-27 01:40:24+00:00,2025-09-03 06:41:25+00:00,closed,1,[],"### Section/Content To Improve

In this repository, the `dist/` folder is currently kept in source control, even though it is only a build artifact and does not really belong alongside the source code. Keeping it tracked creates extra overhead for contributors, who need to take care not to commit generated files.

Is there any reason here to keep `dist/` under version control, or any external dependency that still requires these files to remain in the project?

### Suggested Improvement

If not,"
6995,Docs gold sponsors img not show,2025-08-20 10:19:17+00:00,2025-08-20 12:45:24+00:00,closed,1,[],"### Section/Content To Improve

<img width=""890"" height=""706"" alt=""Image"" src=""https://github.com/user-attachments/assets/4893d7af-89a4-46eb-be4d-62a976086142"" />

### Suggested Improvement

eg:

<img width=""1787"" height=""94"" alt=""Image"" src=""https://github.com/user-attachments/assets/df96dbb6-f6d7-463a-980f-e9f585fc3802"" />

open: 
<img width=""1031"" height=""667"" alt=""Image"" src=""https://github.com/user-attachments/assets/154a4cbb-f899-4b2c-9046-6eb5cf57df1c"" />

I go to axios website find

<img"
6993,"Axios adapter fetch creates Content-Type ""application/x-www-form-urlencoded"" instead of ""multipart/formdata""",2025-08-14 14:39:10+00:00,,open,6,['issue::bug'],"### Describe the bug

Axios with fetch adapter doesn't create the correct Content-Type when FormData is used. In the documentation https://github.com/axios/axios?tab=readme-ov-file#using-multipartform-data-format, I need to create a form and pass it to the second parameter without additional headers. Axios should add the correct Content-Type to the headers automatically.

- For FormData  `Content-Type` should be  `multipart/formdata`
- For URLSearchParams  `Content-Type` should be  `application/"
6990,Add Built-in API Request Wrapper with Custom Instances & Common Login,2025-08-07 07:35:47+00:00,2025-08-08 05:31:09+00:00,closed,2,[],"### Is your feature request related to a problem? Please describe.

Many developers using Axios in real-world projects end up writing custom wrappers to handle things like:
- Base URL configuration
- Token-based auth headers
- Method-specific handling (e.g., DELETE with body)
- Error handling (e.g., surfacing API errors)
- Optional caching support for GET requests (cache, cacheTTL, cacheKey)
- Logging and debugging

These wrappers are often boilerplate, repetitive, and fragile.

### Describe the"
6987,Consider using `tiny-invariant` for error messages,2025-08-02 20:24:24+00:00,2025-08-06 07:01:09+00:00,closed,3,[],"Axios contains several descriptive error messages, which is great for debugging but not for bundle size.

For example, my production bundle still contains error messages like these:

- ""Can not rewrite read-only method \'' + name + '\''
- ""header name must be a non-empty string""
- etc.

Would you consider using [tiny-invariant](https://www.npmjs.com/package/tiny-invariant) for your error messages, so that they're minified in production?

I'd be happy to open a PR :)"
6984,Feature suggestions from stale issues,2025-07-30 16:13:50+00:00,,open,4,['issue::feature'],"- [HTTP/2 support](https://github.com/axios/axios/issues/1175)
- [Add metrics to meta-data](https://github.com/axios/axios/issues/695)
- [Support digest requests](https://github.com/axios/axios/issues/3682)
- [Strip auth keys and tokens from errors](https://github.com/axios/axios/issues/4249)
- [runWhen support for interceptors](https://github.com/axios/axios/issues/4792)
- [Trusted hosts config](https://github.com/axios/axios/issues/6035)
- [Support TLS 1.3](https://github.com/axios/axios/issue"
6983,Axios issue and PR cleanup,2025-07-30 07:13:36+00:00,2026-03-19 09:42:46+00:00,closed,2,[],"Axios has a very large backlog of both issues and PR's that have been sitting around for a very long period of time this causes a lot of noise for anyone trying to interact with the repo. I am going to comb through a multitude of issues, closing anything that is stale and older than about a year. I will handle the following types of issues as follows:

Bugs:
For any bug that is stale I will close the issue and ask that if this still occurs we create a new issue based on the latest version of Axi"
6981,Http(s) Agent on socket not working?,2025-07-28 07:01:03+00:00,2025-07-28 19:13:42+00:00,closed,4,[],"### Describe the issue

For the application I'm working on I need to know what to do in case the axios client is throwing an error. In particular, I'd like to know if the TCP connection was successful or not (to make a new attempt). I wrote this little piece of code to verify if the connection to the socket happened as well as the TCP handshake.
Well, none of the console below was logged out and I have no idea how to make it works. Am I doing something wrong or this is the right setup?
Thanks in"
6979,Incorrect vulnerability ID.,2025-07-24 11:28:59+00:00,2025-07-24 13:38:47+00:00,closed,1,[],"### Section/Content To Improve

This CVE(CVE-2025-54371 ) has been marked Rejected in the CVE List.
https://github.com/axios/axios/security/advisories/GHSA-rm8p-cx58-hcvx

<!-- Failed to upload ""image.png"" -->

### Suggested Improvement

Correct to the proper CVE number 

### Relevant File(s)

```bash

```"
6975,form-data uses unsafe random function in form-data for choosing boundary,2025-07-22 21:57:36+00:00,2025-07-23 06:05:38+00:00,closed,2,[],"Can a maintainer please update axios to use form-data 4.0.4?

form-data uses unsafe random function in form-data for choosing boundary
https://github.com/advisories/GHSA-fjxv-7rqg-78g4

<img width=""325"" height=""131"" alt=""Image"" src=""https://github.com/user-attachments/assets/ab062214-2e7c-4957-b7f5-05b818aafd62"" />"
6973,Axios next,2025-07-22 18:56:58+00:00,,open,5,['issue::feature'],"Over the last 6 months, I have been giving a large amount of thought to Axios and how we can potentially solve many legacy issues we have, as well as start working towards a more modern and sustainable DX.

Based on this, building a completely new version of Axios with all the latest standards and best practices in mind is the best way to move forward. We will continue to maintain v1 for the foreseeable future; however, it will undergo a complete rewrite with a focus on modern JavaScript feature"
6972,CVE-2025-7783,2025-07-22 08:08:51+00:00,2025-07-22 13:03:45+00:00,closed,3,[],"### Describe the bug

https://nvd.nist.gov/vuln/detail/CVE-2025-7783

### To Reproduce

_No response_

### Code snippet

```js

```

### Expected behavior

_No response_

### Axios Version

_No response_

### Adapter Version

_No response_

### Browser

_No response_

### Browser Version

_No response_

### Node.js Version

_No response_

### OS

_No response_

### Additional Library Versions

```bash

```

### Additional context/Screenshots

```bash

```"
6969,🐛 Bug Report: Critical Vulnerability in Transitive Dependency form-data@4.0.0 via axios@1.10.0,2025-07-21 07:32:14+00:00,2025-07-22 18:58:11+00:00,closed,5,[],"### Describe the bug

Axios v1.10.0 introduces a critical vulnerability via its transitive dependency on form-data@4.0.0. According to [Snyk Security Advisory SNYK-JS-FORMDATA-10841150](https://security.snyk.io/vuln/SNYK-JS-FORMDATA-10841150), this version of form-data is affected by a Predictable Value Range from Previous Values issue, which can lead to HTTP parameter pollution and potentially allow boundary manipulation in multipart requests.

### To Reproduce

Install axios@1.10.0 and run a S"
6968,"patchForm, postForm, putForm always give out Network Error on Android, but it worked just fine on IOS",2025-07-17 13:07:22+00:00,,open,3,['issue::bug'],"### Describe the issue

I want to upload an image to the API server by using patchForm and postForm for multipart/form-data in React Native Expo Project. I use Tanstack Query too. When I submit the file to the server, it works just fine on the iOS simulator. However, on the Android simulator or even on a real Android device, it keeps giving a Network Error. However I use normall patch() and hardcode the Content-Type to multipart/form-data, it works normally on both Android and iOS



### Example"
6966,Expo: Axios returns empty response data in React Native release mode (status 200),2025-07-16 05:33:41+00:00,2025-08-08 07:17:24+00:00,closed,3,[],"### Describe the bug

In release mode on React Native, axios returns a response. status = 200, but the response data is an empty string """".
This issue does not occur in development mode — everything works perfectly when running with Metro in dev mode.

 ""axios"": ""^1.10.0"",
  ""react-native"": ""0.79.5"",
  ""expo"": ""53.0.19""

code:
import Axios, { type AxiosInstance } from ""axios"";

const createApiInstance = ({
  baseURL,
  onLogout,
  onSetAppSession,
}: {
  baseURL: string;
  onLogout: () => Promis"
6965,Improve network error reporting by exposing underlying error messages and codes,2025-07-15 17:23:51+00:00,,open,3,['issue::enhancement'],"### Is your feature request related to a problem? Please describe.

Currently Axios collapses all low‑level failures into a generic Network Error (or Request aborted), hiding the real cause—whether it’s a TLS handshake failure, DNS lookup error, connection refused, or other issue. This makes debugging extremely difficult, especially in React Native (XHR adapter) and Node.js (HTTP adapter) environments.

What happens today:

- **Browser/XHR:** request.onerror always rejects with new AxiosError('N"
6962,Safari blocks repeated Axios GET requests (every 5s) due to CORS — does Axios affect this?,2025-07-09 21:35:43+00:00,2025-07-15 18:22:15+00:00,closed,1,[],"### Describe the issue


I’m seeing an issue where I make a repeated GET API call every 5 seconds using Axios to poll ecosystem status data.
	•	The request works fine in Chrome and Firefox.
	•	In Safari, the first one or two calls succeed.
	•	After that, the same GET call fails with:
```
XMLHttpRequest cannot load [URL] due to access control checks.
```

I checked:
	•	The OPTIONS preflight now responds correctly with Access-Control-Allow-Origin and the proper allowed methods and headers.
	•	My A"
6960,TypeError: undefined is not an object (evaluating 'config.method.toUpperCase') — not sure where I'm going wrong,2025-07-07 10:50:11+00:00,,open,0,['issue::question'],"### Section/Content To Improve

Frontend API request code.
fetchProfile = async () => {
    try {
      const dateTimeFormat = window.Intl.DateTimeFormat().resolvedOptions();
      const data = {
        current_timezone: dateTimeFormat.timeZone,
      };

      const response = await axios.post(host_port + '/xyz/xyz/', data);

      console.log('response:', response);
    } catch (err) {
      console.error('Profile fetch failed:', err);
      this.setState({error: err.message });
    }
  };

A"
6959,[React Native 0.80.1] `Header name must be a non-empty string` on Android,2025-07-04 07:25:06+00:00,,open,1,['issue::bug'],"Hi! 👋 
      
Firstly, thanks for your work on this project! 🙂

Today I used [patch-package](https://github.com/ds300/patch-package) to patch `axios@1.10.0` for the project I'm working on. Whenever I receive a response from server request, I got an error saying `Header name must be a non-empty string`. Android only.

<!-- 🔺️🔺️🔺️ PLEASE REPLACE THIS BLOCK with a description of your problem, and any other relevant context 🔺️🔺️🔺️ -->

Here is the diff that solved my problem:

```diff
diff --git a/n"
6958,[React Native 0.80.1] `Header name must be a non-empty string` on Android,2025-07-04 07:23:16+00:00,2025-07-04 07:25:38+00:00,closed,0,[],"Hi! 👋 
      
Firstly, thanks for your work on this project! 🙂

Today I used [patch-package](https://github.com/ds300/patch-package) to patch `axios@1.10.0` for the project I'm working on. Whenever I receive a response from server request, I got an error saying `Header name must be a non-empty string`. Android only.

<!-- 🔺️🔺️🔺️ PLEASE REPLACE THIS BLOCK with a description of your problem, and any other relevant context 🔺️🔺️🔺️ -->

Here is the diff that solved my problem:

```diff
diff --git a/n"
6957,"React Native 0.79.2 Using Axios, intermittently prompts ""Network Error""",2025-07-04 02:38:44+00:00,,open,4,['issue::bug'],"### Describe the bug

This occurs with a very low occurrence rate when running on Android 14, but happens frequently on Android 9. Below are some of my configurations:

(This is my custom Axios wrapper)

### To Reproduce

_No response_

### Code snippet

```js
const config = {
  baseURL: 'https://myapi.com',
  headers: {
    ""Content-Type"": ""application/json;charset=utf-8"",
  },

  withCredentials: true
};

class RequestHttp {
  constructor(config){
      this.service = axios.create(config);

  "
6955,Discrepancies between types from index.d.cts and index.d.ts,2025-07-03 20:53:04+00:00,2025-07-16 17:50:57+00:00,closed,0,[],"### Describe the bug

As of v1.10.0, the following discrepancies exist between the types from https://github.com/axios/axios/blob/v1.10.0/index.d.cts (CJS) and https://github.com/axios/axios/blob/v1.10.0/index.d.ts (ESM), making their corresponding types incompatible:

## `AxiosHeaders` class

ESM class `AxiosHeaders` [contains](https://github.com/axios/axios/blob/v1.10.0/index.d.ts#L77) a `getSetCookie(): string[];` but is missing from its CJS [counterpart](https://github.com/axios/axios/blob/v"
6951,onUploadProgress does not work with react native 53.0.0 ( Expo ),2025-06-29 01:35:08+00:00,2025-07-28 19:15:43+00:00,closed,2,[],"### Describe the bug

onUploadProgress does not work with react native 53.0.0, Is there a solution? 

### To Reproduce

_No response_

### Code snippet

```js
const result = await axios.post(
    ""http://192.168.1.7:9000/api/listings"",
    data,
    {
      headers: {
        ""Content-Type"": ""multipart/form-data"",
      },
      onUploadProgress: (progressEvent) => {
        const progress = progressEvent.loaded / progressEvent.total;
        console.log(""progress:"", progress);
      },
    }
  "
6950,Inconsistent behavior between Bun.js and Node.js,2025-06-26 11:32:22+00:00,,open,2,['issue::bug'],"### Describe the bug

When uploading a file using Axios, it's handled differently by Node.js and Bun.js.
Here are the CURL of the two same requests extracted.

With Bun:

curl -X 'POST' 'https://myhost.com/' 
-H 'accept-encoding: gzip, compress, deflate, br' 
-H 'accept: application/json, text/plain, */*' 
-H 'content-length: 586882'
-H 'content-type: multipart/form-data; boundary=axios-1.10.0-boundary-ICggkGWAg25MrKoHxsBko9zVy' 
-H 'host: myhost.com' 
-H 'transfer-encoding: chunked' 
-H 'user-a"
6949,`RangeError: Invalid array length` when `data` is set to a large `Buffer`,2025-06-26 00:02:52+00:00,,open,3,['issue::bug'],"### Describe the bug

Axios triggers a `RangeError: Invalid array length` when `data` is set to a large `Buffer`

## Explanation

When axios merges configurations, it checks for empty objects:

```js
function isEmptyObject(val) {
  return val && Object.keys(val).length === 0 && Object.getPrototypeOf(val) === Object.prototype;
}
```

Calling `Object.keys` on a `Buffer` instance will try to enumerate every byte as a key. Node.js decides to die when there are more than 100-200 million keys (100-200"
6946,"Title: 🛡️ Medium Severity – Upgrade axios to Prevent Server-Side Request Forgery (SSRF) 📦 Affected Dependency Package: axios Vulnerability: Server-Side Request Forgery (SSRF) Severity: Medium CVE: CVE-2023-48359 Patched Version: >=1.6.0 Affected Versions: <1.6.0 🧨 Description The axios library is vulnerable to Server-Side Request Forgery (SSRF) when user input is unsanitized and directly used to construct server-side HTTP requests. Attackers may craft malicious URLs to: Access internal metadata services (e.g., AWS/GCP metadata APIs) Exfiltrate sensitive internal resources This vulnerability arises from insecure handling of request URLs in server environments where Axios is used to make HTTP calls. 📈 Potential Impact Unauthorized access to internal services Information leakage (tokens, credentials, configuration) Exploitable when unvalidated user input forms outbound requests",2025-06-23 08:18:23+00:00,2025-07-10 11:36:42+00:00,closed,1,[],
6945,Title: 🔐 Upgrade axios to fix Cross-site Request Forgery (CSRF) vulnerability,2025-06-23 08:11:45+00:00,2025-07-10 11:37:07+00:00,closed,1,[],"GitHub Issue: ⚠️ High Severity – axios CSRF Vulnerability



📦 Affected Dependency

Package: axios

Vulnerability: Cross-site Request Forgery (CSRF)

Severity: High

Affected Versions: <1.6.0

Patched Version: >=1.6.0

CVE: CVE-2023-45857

🧨 Description

Axios versions prior to 1.6.0 do not include default CSRF protection mechanisms in cross-origin requests. When withCredentials is set to true, it may unintentionally send cookies to malicious endpoints, enabling a CSRF attack if the application "
