number,title,created_at,closed_at,state,comments,labels,body
3211,[BUG] `Progress` will output useless blank results.,2023-11-20 14:08:15+00:00,,open,1,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**
```py
import time
from rich.progress import track

for i in track(range(100)):
    time.sleep(0.01)
```
in vscode notebook will output 2 extra blank result, others like `Progr"
3210,[REQUEST] `refresh()` before leave `__exit__` of `Progress` to fix progress less than 100%,2023-11-20 13:59:16+00:00,,open,1,['Needs triage'],"```py
from rich.progress import Progress
import time

with Progress() as progress:
    task1 = progress.add_task("""", total=100)
    for _ in range(100):
        progress.update(task1, advance=1)
        time.sleep(0.01)
```
would usually end up progress with <100%

**How would you improve Rich?**
```py
    def __exit__() -> None:
        self.refresh()
        self.stop()
```"
3208,[REQUEST] Global settings/theming config,2023-11-19 00:19:25+00:00,,open,1,['Needs triage'],"**How would you improve Rich?**

Implement a global per-user config that resides in `${XDG_CONFIG_HOME}/rich/config.toml` (e.g., `~/.config/rich/config.toml`) that can control settings like theming.

**What problem does it solve for you?**

1. No longer required to modify the project's source code at all. Thus, the source code does not need to mention `rich` at all. This is good when, e.g., the user does not own the project but still wants rich tracebacks with their preferred style.
2. Th"
3207,"[BUG]When there are too many progress bars, all progress bars cannot be displayed",2023-11-18 06:48:10+00:00,,open,3,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

My program needs to display multiple progress bars. When the progress bar fills the entire screen, the remaining progress bars will not be displayed until all progress bars are com"
3206,Possibility to avoid removal of whitespace (manual padding) in table,2023-11-17 14:18:33+00:00,,open,1,['Needs triage'],"Following up on https://github.com/Textualize/rich/discussions/3153

**How would you improve Rich?**

It would be nice if it was possible to avoid the implicit removal of whitespace when printing tables to allow for proper manual padding. 

Since the [documentation](https://rich.readthedocs.io/en/stable/tables.html) -- as far as I can see -- does not mention this behavior, I would have also expected that not stripping/trimming whitespace would have been the default, and there is an actual "
3204,[BUG]Repeated display of completed progress bars,2023-11-16 14:42:07+00:00,,open,4,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**
My code is to loop through the input and display the download file progress bar. If there were previously completed progress bars, the latest progress bar will repeatedly display tho"
3203,[BUG] Link markups fail when paths contain square brakets.,2023-11-15 22:12:57+00:00,,open,5,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

It seems like rich.print cannot handle paths that contain square brakets using the `[link]` directive. 

MWE:

```python
import rich
import pathlib

path = pathlib.Path('/d"
3201,[REQUEST] add hyperlinks to traceback,2023-11-14 08:25:52+00:00,,open,1,['Needs triage'],"**How would you improve Rich?**

It seems like rich currently doesn't print hyperlinks for the file(s) listed in tracebacks. It would be nice to have the same behavior as with logging as well.

For example here:
```
╭─────────────────────────────── Traceback (most recent call last) ────────────────────────────────╮
│ /tmp/tempdirs/noname_js7/test.py:19 in <module> 
```

If this should not be the the default behavior one could add options to both `rich.traceback.Traceback` and `rich.tra"
3200,[BUG] Process causes leftover artifacts in output,2023-11-11 17:57:04+00:00,,open,7,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

Based on your downloader example, I created a script starting multiple processes in a ThreadPool. If processes fail, I print out the return code and the stderr-output of that proce"
3199,[REQUEST] Make padding configurable in Markdown code boxes,2023-11-11 15:31:59+00:00,,open,2,['Needs triage'],"I found a minor (but annoying) issue with the rich.markdown.Markdown() renderer.

It seems that the code block element has a padding value of 1 hardcoded (https://github.com/Textualize/rich/blob/master/rich/markdown.py#L189). That seems reasonable from an aesthetic point of view but it makes a little hard to copy-paste from it because this 1 character indent is copied as well. In order to clarify, check this example:

![copy-from-code-block](https://github.com/Textualize/rich/assets/43131575"
3196,Center align text in console screen,2023-11-08 21:06:06+00:00,2023-11-09 14:36:32+00:00,closed,6,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

When more than one line is output is output in the console using a screen (using the align.center example code in screen.py), only the wider text is kept centred, leaving the short"
3190,[BUG] Deadlock when creating multiple progress bars and first one finishes,2023-11-06 23:12:58+00:00,2023-11-10 10:12:41+00:00,closed,4,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

Hello all, 

Thanks for the great lib, I've been using for quite a bit of time, and it's always a pleasure to see the beautifull stuff I can make with it.

In one of my recent "
3188,[BUG],2023-11-05 10:25:11+00:00,2024-04-02 21:26:57+00:00,closed,3,['Needs triage'],"- [X] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [X] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

Classes that implement a `__rich__`-method aren't rendered correctly in tables:

**Example**

```
from rich.console import Console
from rich.table import Table


class Employee:
    name: str
"
3186,[REQUEST]Code snippets in README,2023-11-04 14:45:08+00:00,2023-11-04 15:06:23+00:00,closed,1,['Needs triage'],"Many of my open source projects use your project. I am very interested in this picture in your README. I know how to make a flat code piece, but how to make a code piece with a certain rotation angle?
![image](https://github.com/Textualize/rich/assets/41098760/6b6f8d06-b423-46ee-9bcd-42825bef6532)
"
3185,[BUG] Incorrect parsing of backslash in Rich Pretty (and therefore rich.print),2023-11-04 05:23:25+00:00,2023-11-04 23:11:40+00:00,closed,3,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md). 

**Describe the bug**

Right now, Rich isn't capable of parsing correctly the double backslash escape sequence (It's interpreting it as a single backslash in some cases).

Images of what I'm talking a"
3184,"[BUG] rich.text - Text.highlight_words() : highlights letters, not words",2023-11-03 20:58:25+00:00,2023-11-07 12:29:17+00:00,closed,3,['Needs triage'],"- [ ] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [ ] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

Using the Text class, I try to highlight a specific word in the text using the highlight_words() function. The word does get highlighted, however all other letters that match any l"
3183,[BUG] Progress tasks break when run as a script inside jupyter notebooks,2023-11-03 18:13:23+00:00,,open,3,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**
If you run a script that uses a rich progress bar from a jupyter notebook it prints a line for every update to the progress bar. This only happens if the progress bar has multiple ta"
3182,[BUG] Live with RichHandler logging flickering,2023-11-02 14:10:30+00:00,,open,1,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

When using Live and RichHandler sometimes it's temporary broke the things and restore back in a few milliseconds. But it could be seen.

This is video from CMD:

https://github"
3179,[REQUEST] Provide a mean to outputs in the same was as docker buildx,2023-10-31 14:31:48+00:00,,open,1,['Needs triage'],"The docker buildx output is quite interesting, it provides output that are important and output that are temporary and will result in a collapse into a important line:

```
[+] Building 353.2s (26/62)                                                                                                     docker-container:distracted_saha
 => CACHED [dev_container_auto_added_stage_label  4/46] RUN wget -qO /etc/apt/trusted.gpg.d/llvm.asc https://apt.llvm.org/llvm-snapshot.gpg.key     && add-apt-rep"
3176,[BUG] Chunks of text go missing when writing Asian text (wrapping issue),2023-10-30 15:41:51+00:00,2023-11-14 10:03:56+00:00,closed,1,['bug'],"### Description

(Originally reported in Textual: https://github.com/Textualize/textual/issues/3567)

When you print Asian text (specifically Chinese and Japanese, which do not use spaces), portions of the text go missing, making it unreadable.

This seems to be related to wrapping, as the characters which go missing are at the end of a line.
Instead of being wrapped on to a new line, they disappear.

There are [rules for wrapping](https://en.m.wikipedia.org/wiki/Line_breaking_rules_in_"
3175,[REQUEST] Windows terminal emoji is not supporting ,2023-10-30 05:03:15+00:00,2023-10-30 10:12:26+00:00,closed,4,['Needs triage'],"**Issue Description:**

I have a piece of code that uses emojis for formatting in my project. The code works correctly on Linux, but on Windows, I encounter an issue where some emojis are displayed as blank boxes, specifically, 🖾. 

**Steps to Reproduce:**

1. Open the code on Windows.
2. Observe the rendering issue with the emoji 🖾.

**Expected Behavior:**

The emoji 🖾 should render correctly on all platforms.

**Platform Information:**

- Operating System: Windows
- Text Editor"
3174,[BUG] rich markdown causes console freeze when rendering on Windows OS,2023-10-29 10:13:27+00:00,2023-11-12 15:10:37+00:00,closed,3,['Needs triage'],"The code below works well on Android/GNU/Linux OS.
But on OS Windows 7/32bit (vurtual box), the cmd console freezes and causes the sound to beep in the speakers. I tried the same code on Windows 7/64bit cmd does not freeze, but the powershell console freezes.

Reproducing the problem:
1.program.py
```
import requests
from rich.markdown import Markdown
from rich.console import Console

console = Console()

r = requests.get(""https://raw.githubusercontent.com/snooppr/snoop/master/change"
3172,Typo in Portuguese README,2023-10-28 19:53:17+00:00,2023-10-30 17:16:57+00:00,closed,3,[],I noticed a small typo in the Portuguese version of the README. I would like to contribute by fixing it. Can I do so and submit a pull request?
3169,[BUG] Duplicate Output Issue in Rich with Async Tasks when Starting a Task,2023-10-26 18:34:10+00:00,2023-10-27 08:05:35+00:00,closed,4,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**
https://github.com/Textualize/rich/discussions/1401
I have a similar asynchronous problem (can't pinpoint it) in that when I add a task asynchronously with start set to False is tha"
3168,[BUG] Extra Output Cell Created in Jupyter Notebook when using display,2023-10-25 14:54:27+00:00,,open,7,['Needs triage'],"- [x ] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x ] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

```python
%reload_ext rich
a = {
    0:0
};
display(a)
```

Here you can see the extra (but empty) output cell between the input and the displayed value.

![image](http"
3159,Can it display the mathematical equations in terminal as markdown?[REQUEST],2023-10-19 21:18:26+00:00,,open,2,['Needs triage'],"Consider posting in https://github.com/textualize/rich/discussions for feedback before raising a feature request.

Have you checked the issues for a similar suggestions?
No, not realy

So I just wanted to ask that can rich display this sort of equations in the terminal

To find the zeroes of the quadratic equation 2x^2 + 3x - 2 = 0, you can use the quadratic formula or factor the equation:

The quadratic formula is given by:
\[x = \frac{-b \pm \sqrt{b^2 - 4ac}}{2a}\]

In your equatio"
3155,[BUG] Text markup property opens new span tags before closing old ones.,2023-10-16 22:22:33+00:00,,open,3,['Needs triage'],"- [X] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [X] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

When one `Span` ends and another `Span` starts at the same index of a `Text`, the output of the `markup` property will render the opening tag of the second before the closing tag o"
3154,[BUG] Spaces at the end lines when using `Markdown`,2023-10-13 15:38:56+00:00,2023-10-14 12:09:09+00:00,closed,3,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

Running the following code prints out nice pretty markdown, which is great 👍 .

The only problem is that when I copy the code from the terminal, every line is right padded with s"
3152,[REQUEST] Convert text to ANSI string,2023-10-12 13:29:43+00:00,2023-11-07 18:03:54+00:00,closed,6,['Needs triage'],"Is there anyway currently to take a markup-formatted string and render it as an ANSI string replacing the markup by the right ANSI codes ?

Basically:
```python
my_text = '[bold green]My[/][bold red]awesome[/][bold yellow]text[/]'
text = Text.from_markup(my_text)
ansi_string = text.to_ansi() # <-- something like this ?
print(ansi_string)  # using Python's print function would work
```

My use case: I'm saving colored output as I go and saving it in a database. Later I want to show it o"
3149,[BUG] rich progress function abnormally when cooperating with torch,2023-10-10 02:57:48+00:00,2023-10-10 03:20:01+00:00,closed,3,['Needs triage'],"- [ √] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [ √] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

rich progress bar can not update normally when torch imported, even torch is not referred anywhere

```Python
from rich.progress import Progress, TextColumn, BarColumn, TimeEl"
3148,[BUG] Status and console width change,2023-10-09 14:18:07+00:00,2023-10-09 21:17:19+00:00,closed,3,['Needs triage'],"- [ ] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [ ] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

I'm testing this code:
`python -m rich.status`

which is presented on git repo description. The issues I get is when I do the change of the terminal width, the status/spinner ge"
3147,[BUG] (pytorch) flickering in multiprocessing / distributed ,2023-10-09 04:03:15+00:00,2023-10-12 17:00:18+00:00,closed,8,['Needs triage'],"- [x ] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x ] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

Rich progress bars flicker a ton when working on distributed processes. This makes them nearly unreadable. The problem does not exist for tqdm, but I'd love to use rich for the a"
3146,[BUG] Highlighting of HTTP request methods occurs even when attempting to suppress highlighting,2023-10-08 15:01:13+00:00,2023-10-09 14:01:22+00:00,closed,5,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

Highlighting of HTTP request methods still automatically occurs even when using a NullHighlighter or providing a Console() with the highlight parameter set to False.

```python
"
3144,[BUG] default syntax highlighting of yaml is unreadable in light terminals,2023-10-06 18:25:12+00:00,,open,2,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**
Default yaml rendering is unreadable on a light mode (black on white) terminal. It appears to be using the default text color for some elements which blends in with the syntax's back"
3142,[BUG] `Panel.fit` forgot `height` and `highlight` parameters,2023-10-05 14:39:42+00:00,2023-11-07 15:48:42+00:00,closed,3,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

`Panel.fit` forgot `height` and `highlight` parameters. It should be updated to synchronize with the constructor.

```python
class Panel(JupyterMixin):
    def __init__(
     "
3138,[BUG] Link to local files with spaces in their path don't render in Console,2023-09-28 06:48:39+00:00,,open,4,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

When using `[link=<link>]<text>[/link]` to display a link in the console, it works well with local files **except** when these files have a space in it.

1. By default, the conso"
3135,[BUG] Non updating progress bar with polars.read_database(),2023-09-26 07:13:51+00:00,,open,3,['Needs triage'],"Hello everyone

I'm using the rich.Progress bar for quite a while without any issues. But now I came across a bug I can't wrap my head around. 

If I use the [Polars read_database](https://pola-rs.github.io/polars/py-polars/html/reference/api/polars.read_database.html) function in a `Progress()`, the progressbar/spinner/remaining time/... doesn't update at all until the data from the database is loaded. I would like to have a spinner and the elapsed time to indicate the user, that it's still"
3134,[BUG] Current window width is not respected in VS Code Jupyter,2023-09-25 19:23:23+00:00,2023-09-25 20:01:52+00:00,closed,4,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

`rich` doesn't respect the current window width when running in VS Code Jupyter. (See the horizontal slider)

![image](https://github.com/Textualize/rich/assets/14086031/48ffc4ca"
3133,[BUG] Setting style to TaskProgressColumn does not change displayed text style,2023-09-25 15:25:58+00:00,,open,1,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

Setting `style` to `TaskProgressColumn` does not change displayed text style:

```
from time import sleep

from rich.progress import Progress, TaskProgressColumn

progress_c"
3131,[BUG],2023-09-17 06:37:19+00:00,2023-09-17 14:50:05+00:00,closed,5,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

Trying to make a nice table that I can update the values of, for running on a rocky linux box, viewed from putty. Doesn't work how I expected in pycharm terminal, nor in putty term"
3128,"[BUG] Markdown does not render ""markdown"" code blocks correctly!",2023-09-10 23:57:55+00:00,2023-09-13 11:06:27+00:00,closed,5,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

Rich's markdown rendering fails on the following example.

Example:

```python
from rich.panel import Panel
from rich.markdown import Markdown
from rich.console import Console, group, Group
from r"
3127,how do i get rid of this thing,2023-09-10 20:33:10+00:00,2023-09-10 20:58:36+00:00,closed,3,['Needs triage'],"This package is driving me insane as it's screwing with stack traces to the point that they're useless and some libraries import it even though I don't ask them to. 

Drives me batty.

It's like the tqdm nightmare all over again.   This should not be default behavior and should never be bundled - it creates bugs and instability everywhere."
3125,[BUG] Transient live / redirected output,2023-09-05 23:02:43+00:00,,open,1,['Needs triage'],"- [X] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [X] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

The expectation from reading Rich's documentation is that you can use a Live/Progress to redirect stdout/stderr to useful ends, such that:

```
from rich.console import Console
from rich.live import l"
3123,[BUG] Plain code blocks do not render correctly on a light background,2023-09-04 15:14:41+00:00,2023-09-17 15:48:47+00:00,closed,6,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

Markdown code *blocks* are rendering illegibly and ignoring any styling in the theme given to the console. The code has a black background and the text, rather than being a cyan, i"
3121,[BUG] Progress with multiple tasks and transient will delete written lines on stop() and start(),2023-09-03 17:25:04+00:00,,open,4,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

I have a Progress with multiple tasks. At some point, I want to have a user interaction by prompting. To not clutter the output, I made the Progress transient. The idea was to `sto"
3119,[BUG] Log warning in sublime text,2023-09-03 05:13:14+00:00,2023-09-03 08:09:38+00:00,closed,5,['Needs triage'],"**Describe the bug**

- I have two files: `rich_log.py` and `config.py`.
- In `rich_log`, I set up a logger and run a build in Sublime Text, everything is good.
- In `config`, I import the log from `rich_log` and then run it, but there's a warning message.

<img width=""672"" alt=""image"" src=""https://github.com/Textualize/rich/assets/17139670/edb41d99-d68b-4284-a8a2-41f9d4d6252e"">


## rich_log.py

```
#!/usr/bin/env python3
# -*- coding: utf-8 -*-

import logging
import os

from"
3118,[REQUEST] Make classes pretty printable via __rich_repr__,2023-09-01 16:26:39+00:00,,open,4,['Needs triage'],"**How would you improve Rich?**

Currently a class will not use `__rich_repr__()` as the code has it hard coded to ignore classes:

https://github.com/Textualize/rich/blob/720800e6930d85ad027b1e9bd0cbb96b5e994ce3/rich/pretty.py#L639-L643

It would be nice if there is a way to define a rich repr to print the class (e.g. using a metaclass). E.g. by marking the function ala `__rich_repr__.use_on_class = True` or using a class specific protocol `__rich_repr_class__(cls)`.

**What problem doe"
3117,[BUG] Panel inside Layout being cut off,2023-09-01 15:19:46+00:00,2023-09-04 13:39:39+00:00,closed,9,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

When rendering a panel inside a layout the content of the panel is cut short. The bottom border of the panel is still drawen.

When printing the panel itself everything appears g"
3115,[BUG] Rich markdown printed to console only shows a single link in a column/ table cell,2023-08-31 09:31:07+00:00,2023-09-17 14:56:08+00:00,closed,13,"['bug', 'accepted']","- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

I use Rich to format a pandas data frame with multiple links in some column to markdown and show it in the terminal. However, when there are more than a single link in a column ric"
3112,[BUG] pre-commit hook installation is broken on 3.10+,2023-08-30 23:46:05+00:00,2023-11-07 17:07:07+00:00,closed,2,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**
Pre-commit hook installation on newer versions of Python it appears to be due to the pycln hook

<details>
<summary>pre-commit.log</summary>

### version information

```
pre"
3110,[BUG] Opening and ending tag mismatch: meta line 3 and head,2023-08-28 12:59:40+00:00,2023-08-28 13:45:40+00:00,closed,4,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

Edit this with a clear and concise description of what the bug.

```py

ansiText = ""...""
width = 80


console = Console(width=width, record=True, file=StringIO())
richText"
3109,Can you stop overriding traceback message formatting by default?,2023-08-27 09:34:03+00:00,2023-08-27 09:46:20+00:00,closed,3,['Needs triage'],"Whenever there is some dependency installing `rich` package the traceback formatting is changed.

This is the most intrusive behavior out of all packages out there. Imagine if all packages did that and were screwing with your formatting that you got used to.
Please change this.
"
3107,[BUG] Console.clear not handled for CMD and Powershell,2023-08-26 17:38:03+00:00,,open,1,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

`Console.clear` has not been handled (properly) for cmd and powershell since Rich 12.0.0.

Based on #2055 and #2066, rich 12.0.0 introduced using native windows console API for l"
3104,[BUG] `font-family` ignored in `html_export` due to user agent stylesheet for `<code>`,2023-08-25 15:15:42+00:00,2023-11-07 17:04:34+00:00,closed,2,['Needs triage'],"- [X] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [X] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

Run this code:

```py
import rich.console

try:
    test = 1
    raise Exception()
except Exception:
    console = rich.console.Console(record=True)
    console.print_exc"
3103,[BUG] disabled progress bar has unexpected behavior that breaks doctests,2023-08-24 20:44:18+00:00,,open,2,['Needs triage'],"- [x] I've checked [docs](https://rich.readthedocs.io/en/latest/introduction.html) and [closed issues](https://github.com/Textualize/rich/issues?q=is%3Aissue+is%3Aclosed) for possible solutions.
- [x] I can't find my issue in the [FAQ](https://github.com/Textualize/rich/blob/master/FAQ.md).

**Describe the bug**

If you have a disabled progress bar it seems to create blank lines that break doctests:

```python
# contents of main.py
from rich.progress import Progress

def create_disabl"
